sample_id,true_class,source_file,row_start,row_end,image_path_2d,image_path_3d
DictionaryBruteForce_0002,DictionaryBruteForce,../networksecurity/data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,4972,5002,results/viz/2d/DictionaryBruteForce/DictionaryBruteForce_0002.png,results/viz/3d/DictionaryBruteForce/DictionaryBruteForce_0002.png
DictionaryBruteForce_0003,DictionaryBruteForce,../networksecurity/data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,5226,5256,results/viz/2d/DictionaryBruteForce/DictionaryBruteForce_0003.png,results/viz/3d/DictionaryBruteForce/DictionaryBruteForce_0003.png
DictionaryBruteForce_0004,DictionaryBruteForce,../networksecurity/data/CSV/DictionaryBruteForce/DictionaryBruteForce.pcap.csv,10639,10669,results/viz/2d/DictionaryBruteForce/DictionaryBruteForce_0004.png,results/viz/3d/DictionaryBruteForce/DictionaryBruteForce_0004.png
DoS-HTTP_Flood_0000,DoS-HTTP_Flood,../networksecurity/data/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood.pcap.csv,17867,17897,results/viz/2d/DoS-HTTP_Flood/DoS-HTTP_Flood_0000.png,results/viz/3d/DoS-HTTP_Flood/DoS-HTTP_Flood_0000.png
DoS-HTTP_Flood_0001,DoS-HTTP_Flood,../networksecurity/data/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood.pcap.csv,23985,24015,results/viz/2d/DoS-HTTP_Flood/DoS-HTTP_Flood_0001.png,results/viz/3d/DoS-HTTP_Flood/DoS-HTTP_Flood_0001.png
DoS-HTTP_Flood_0002,DoS-HTTP_Flood,../networksecurity/data/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood.pcap.csv,24599,24629,results/viz/2d/DoS-HTTP_Flood/DoS-HTTP_Flood_0002.png,results/viz/3d/DoS-HTTP_Flood/DoS-HTTP_Flood_0002.png
DoS-HTTP_Flood_0003,DoS-HTTP_Flood,../networksecurity/data/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood1.pcap.csv,17040,17070,results/viz/2d/DoS-HTTP_Flood/DoS-HTTP_Flood_0003.png,results/viz/3d/DoS-HTTP_Flood/DoS-HTTP_Flood_0003.png
DoS-HTTP_Flood_0004,DoS-HTTP_Flood,../networksecurity/data/CSV/DoS-HTTP_Flood/DoS-HTTP_Flood1.pcap.csv,21068,21098,results/viz/2d/DoS-HTTP_Flood/DoS-HTTP_Flood_0004.png,results/viz/3d/DoS-HTTP_Flood/DoS-HTTP_Flood_0004.png
DoS-SYN_Flood_0000,DoS-SYN_Flood,../networksecurity/data/CSV/DoS-SYN_Flood/DoS-SYN_Flood.pcap.csv,39606,39636,results/viz/2d/DoS-SYN_Flood/DoS-SYN_Flood_0000.png,results/viz/3d/DoS-SYN_Flood/DoS-SYN_Flood_0000.png
DoS-SYN_Flood_0001,DoS-SYN_Flood,../networksecurity/data/CSV/DoS-SYN_Flood/DoS-SYN_Flood1.pcap.csv,148325,148355,results/viz/2d/DoS-SYN_Flood/DoS-SYN_Flood_0001.png,results/viz/3d/DoS-SYN_Flood/DoS-SYN_Flood_0001.png
DoS-SYN_Flood_0002,DoS-SYN_Flood,../networksecurity/data/CSV/DoS-SYN_Flood/DoS-SYN_Flood2.pcap.csv,110932,110962,results/viz/2d/DoS-SYN_Flood/DoS-SYN_Flood_0002.png,results/viz/3d/DoS-SYN_Flood/DoS-SYN_Flood_0002.png
DoS-SYN_Flood_0003,DoS-SYN_Flood,../networksecurity/data/CSV/DoS-SYN_Flood/DoS-SYN_Flood3.pcap.csv,92138,92168,results/viz/2d/DoS-SYN_Flood/DoS-SYN_Flood_0003.png,results/viz/3d/DoS-SYN_Flood/DoS-SYN_Flood_0003.png
DoS-SYN_Flood_0004,DoS-SYN_Flood,../networksecurity/data/CSV/DoS-SYN_Flood/DoS-SYN_Flood4.pcap.csv,61852,61882,results/viz/2d/DoS-SYN_Flood/DoS-SYN_Flood_0004.png,results/viz/3d/DoS-SYN_Flood/DoS-SYN_Flood_0004.png
DoS-TCP_Flood_0000,DoS-TCP_Flood,../networksecurity/data/CSV/DoS-TCP_Flood/DoS-TCP_Flood.pcap.csv,13592,13622,results/viz/2d/DoS-TCP_Flood/DoS-TCP_Flood_0000.png,results/viz/3d/DoS-TCP_Flood/DoS-TCP_Flood_0000.png
DoS-TCP_Flood_0001,DoS-TCP_Flood,../networksecurity/data/CSV/DoS-TCP_Flood/DoS-TCP_Flood1.pcap.csv,99012,99042,results/viz/2d/DoS-TCP_Flood/DoS-TCP_Flood_0001.png,results/viz/3d/DoS-TCP_Flood/DoS-TCP_Flood_0001.png
DoS-TCP_Flood_0002,DoS-TCP_Flood,../networksecurity/data/CSV/DoS-TCP_Flood/DoS-TCP_Flood10.pcap.csv,68565,68595,results/viz/2d/DoS-TCP_Flood/DoS-TCP_Flood_0002.png,results/viz/3d/DoS-TCP_Flood/DoS-TCP_Flood_0002.png
DoS-TCP_Flood_0003,DoS-TCP_Flood,../networksecurity/data/CSV/DoS-TCP_Flood/DoS-TCP_Flood2.pcap.csv,25495,25525,results/viz/2d/DoS-TCP_Flood/DoS-TCP_Flood_0003.png,results/viz/3d/DoS-TCP_Flood/DoS-TCP_Flood_0003.png
DoS-TCP_Flood_0004,DoS-TCP_Flood,../networksecurity/data/CSV/DoS-TCP_Flood/DoS-TCP_Flood3.pcap.csv,108108,108138,results/viz/2d/DoS-TCP_Flood/DoS-TCP_Flood_0004.png,results/viz/3d/DoS-TCP_Flood/DoS-TCP_Flood_0004.png
DoS-UDP_Flood_0000,DoS-UDP_Flood,../networksecurity/data/CSV/DoS-UDP_Flood/DoS-UDP_Flood.pcap.csv,161441,161471,results/viz/2d/DoS-UDP_Flood/DoS-UDP_Flood_0000.png,results/viz/3d/DoS-UDP_Flood/DoS-UDP_Flood_0000.png
DoS-UDP_Flood_0001,DoS-UDP_Flood,../networksecurity/data/CSV/DoS-UDP_Flood/DoS-UDP_Flood1.pcap.csv,134940,134970,results/viz/2d/DoS-UDP_Flood/DoS-UDP_Flood_0001.png,results/viz/3d/DoS-UDP_Flood/DoS-UDP_Flood_0001.png
DoS-UDP_Flood_0002,DoS-UDP_Flood,../networksecurity/data/CSV/DoS-UDP_Flood/DoS-UDP_Flood10.pcap.csv,56359,56389,results/viz/2d/DoS-UDP_Flood/DoS-UDP_Flood_0002.png,results/viz/3d/DoS-UDP_Flood/DoS-UDP_Flood_0002.png
DoS-UDP_Flood_0003,DoS-UDP_Flood,../networksecurity/data/CSV/DoS-UDP_Flood/DoS-UDP_Flood11.pcap.csv,1922,1952,results/viz/2d/DoS-UDP_Flood/DoS-UDP_Flood_0003.png,results/viz/3d/DoS-UDP_Flood/DoS-UDP_Flood_0003.png
DoS-UDP_Flood_0004,DoS-UDP_Flood,../networksecurity/data/CSV/DoS-UDP_Flood/DoS-UDP_Flood12.pcap.csv,166388,166418,results/viz/2d/DoS-UDP_Flood/DoS-UDP_Flood_0004.png,results/viz/3d/DoS-UDP_Flood/DoS-UDP_Flood_0004.png
MITM-ArpSpoofing_0000,MITM-ArpSpoofing,../networksecurity/data/CSV/MITM-ArpSpoofing/MITM-ArpSpoofing.pcap.csv,3532,3562,results/viz/2d/MITM-ArpSpoofing/MITM-ArpSpoofing_0000.png,results/viz/3d/MITM-ArpSpoofing/MITM-ArpSpoofing_0000.png
MITM-ArpSpoofing_0001,MITM-ArpSpoofing,../networksecurity/data/CSV/MITM-ArpSpoofing/MITM-ArpSpoofing.pcap.csv,74406,74436,results/viz/2d/MITM-ArpSpoofing/MITM-ArpSpoofing_0001.png,results/viz/3d/MITM-ArpSpoofing/MITM-ArpSpoofing_0001.png
MITM-ArpSpoofing_0002,MITM-ArpSpoofing,../networksecurity/data/CSV/MITM-ArpSpoofing/MITM-ArpSpoofing.pcap.csv,123109,123139,results/viz/2d/MITM-ArpSpoofing/MITM-ArpSpoofing_0002.png,results/viz/3d/MITM-ArpSpoofing/MITM-ArpSpoofing_0002.png
MITM-ArpSpoofing_0003,MITM-ArpSpoofing,../networksecurity/data/CSV/MITM-ArpSpoofing/MITM-ArpSpoofing1.pcap.csv,31888,31918,results/viz/2d/MITM-ArpSpoofing/MITM-ArpSpoofing_0003.png,results/viz/3d/MITM-ArpSpoofing/MITM-ArpSpoofing_0003.png
MITM-ArpSpoofing_0004,MITM-ArpSpoofing,../networksecurity/data/CSV/MITM-ArpSpoofing/MITM-ArpSpoofing1.pcap.csv,39615,39645,results/viz/2d/MITM-ArpSpoofing/MITM-ArpSpoofing_0004.png,results/viz/3d/MITM-ArpSpoofing/MITM-ArpSpoofing_0004.png
Mirai-greeth_flood_0000,Mirai-greeth_flood,../networksecurity/data/CSV/Mirai-greeth_flood/Mirai-greeth_flood.pcap.csv,28384,28414,results/viz/2d/Mirai-greeth_flood/Mirai-greeth_flood_0000.png,results/viz/3d/Mirai-greeth_flood/Mirai-greeth_flood_0000.png
Mirai-greeth_flood_0001,Mirai-greeth_flood,../networksecurity/data/CSV/Mirai-greeth_flood/Mirai-greeth_flood1.pcap.csv,28802,28832,results/viz/2d/Mirai-greeth_flood/Mirai-greeth_flood_0001.png,results/viz/3d/Mirai-greeth_flood/Mirai-greeth_flood_0001.png
Mirai-greeth_flood_0002,Mirai-greeth_flood,../networksecurity/data/CSV/Mirai-greeth_flood/Mirai-greeth_flood10.pcap.csv,16638,16668,results/viz/2d/Mirai-greeth_flood/Mirai-greeth_flood_0002.png,results/viz/3d/Mirai-greeth_flood/Mirai-greeth_flood_0002.png
Mirai-greeth_flood_0003,Mirai-greeth_flood,../networksecurity/data/CSV/Mirai-greeth_flood/Mirai-greeth_flood11.pcap.csv,32620,32650,results/viz/2d/Mirai-greeth_flood/Mirai-greeth_flood_0003.png,results/viz/3d/Mirai-greeth_flood/Mirai-greeth_flood_0003.png
Mirai-greeth_flood_0004,Mirai-greeth_flood,../networksecurity/data/CSV/Mirai-greeth_flood/Mirai-greeth_flood12.pcap.csv,20760,20790,results/viz/2d/Mirai-greeth_flood/Mirai-greeth_flood_0004.png,results/viz/3d/Mirai-greeth_flood/Mirai-greeth_flood_0004.png
Mirai-greip_flood_0000,Mirai-greip_flood,../networksecurity/data/CSV/Mirai-greip_flood/Mirai-greip_flood.pcap.csv,31675,31705,results/viz/2d/Mirai-greip_flood/Mirai-greip_flood_0000.png,results/viz/3d/Mirai-greip_flood/Mirai-greip_flood_0000.png
Mirai-greip_flood_0001,Mirai-greip_flood,../networksecurity/data/CSV/Mirai-greip_flood/Mirai-greip_flood1.pcap.csv,33714,33744,results/viz/2d/Mirai-greip_flood/Mirai-greip_flood_0001.png,results/viz/3d/Mirai-greip_flood/Mirai-greip_flood_0001.png
Mirai-greip_flood_0002,Mirai-greip_flood,../networksecurity/data/CSV/Mirai-greip_flood/Mirai-greip_flood10.pcap.csv,20089,20119,results/viz/2d/Mirai-greip_flood/Mirai-greip_flood_0002.png,results/viz/3d/Mirai-greip_flood/Mirai-greip_flood_0002.png
Mirai-greip_flood_0003,Mirai-greip_flood,../networksecurity/data/CSV/Mirai-greip_flood/Mirai-greip_flood11.pcap.csv,9826,9856,results/viz/2d/Mirai-greip_flood/Mirai-greip_flood_0003.png,results/viz/3d/Mirai-greip_flood/Mirai-greip_flood_0003.png
Mirai-greip_flood_0004,Mirai-greip_flood,../networksecurity/data/CSV/Mirai-greip_flood/Mirai-greip_flood12.pcap.csv,5136,5166,results/viz/2d/Mirai-greip_flood/Mirai-greip_flood_0004.png,results/viz/3d/Mirai-greip_flood/Mirai-greip_flood_0004.png
Mirai-udpplain_0000,Mirai-udpplain,../networksecurity/data/CSV/Mirai-udpplain/Mirai-udpplain.pcap.csv,20516,20546,results/viz/2d/Mirai-udpplain/Mirai-udpplain_0000.png,results/viz/3d/Mirai-udpplain/Mirai-udpplain_0000.png
Mirai-udpplain_0001,Mirai-udpplain,../networksecurity/data/CSV/Mirai-udpplain/Mirai-udpplain1.pcap.csv,7005,7035,results/viz/2d/Mirai-udpplain/Mirai-udpplain_0001.png,results/viz/3d/Mirai-udpplain/Mirai-udpplain_0001.png
Mirai-udpplain_0002,Mirai-udpplain,../networksecurity/data/CSV/Mirai-udpplain/Mirai-udpplain10.pcap.csv,27437,27467,results/viz/2d/Mirai-udpplain/Mirai-udpplain_0002.png,results/viz/3d/Mirai-udpplain/Mirai-udpplain_0002.png
Mirai-udpplain_0003,Mirai-udpplain,../networksecurity/data/CSV/Mirai-udpplain/Mirai-udpplain11.pcap.csv,33629,33659,results/viz/2d/Mirai-udpplain/Mirai-udpplain_0003.png,results/viz/3d/Mirai-udpplain/Mirai-udpplain_0003.png
Mirai-udpplain_0004,Mirai-udpplain,../networksecurity/data/CSV/Mirai-udpplain/Mirai-udpplain12.pcap.csv,8894,8924,results/viz/2d/Mirai-udpplain/Mirai-udpplain_0004.png,results/viz/3d/Mirai-udpplain/Mirai-udpplain_0004.png
Recon-HostDiscovery_0000,Recon-HostDiscovery,../networksecurity/data/CSV/Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,6605,6635,results/viz/2d/Recon-HostDiscovery/Recon-HostDiscovery_0000.png,results/viz/3d/Recon-HostDiscovery/Recon-HostDiscovery_0000.png
Recon-HostDiscovery_0001,Recon-HostDiscovery,../networksecurity/data/CSV/Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,24256,24286,results/viz/2d/Recon-HostDiscovery/Recon-HostDiscovery_0001.png,results/viz/3d/Recon-HostDiscovery/Recon-HostDiscovery_0001.png
Recon-HostDiscovery_0002,Recon-HostDiscovery,../networksecurity/data/CSV/Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,50671,50701,results/viz/2d/Recon-HostDiscovery/Recon-HostDiscovery_0002.png,results/viz/3d/Recon-HostDiscovery/Recon-HostDiscovery_0002.png
Recon-HostDiscovery_0003,Recon-HostDiscovery,../networksecurity/data/CSV/Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,74201,74231,results/viz/2d/Recon-HostDiscovery/Recon-HostDiscovery_0003.png,results/viz/3d/Recon-HostDiscovery/Recon-HostDiscovery_0003.png
Recon-HostDiscovery_0004,Recon-HostDiscovery,../networksecurity/data/CSV/Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,118771,118801,results/viz/2d/Recon-HostDiscovery/Recon-HostDiscovery_0004.png,results/viz/3d/Recon-HostDiscovery/Recon-HostDiscovery_0004.png
Recon-OSScan_0000,Recon-OSScan,../networksecurity/data/CSV/Recon-OSScan/Recon-OSScan.pcap.csv,5953,5983,results/viz/2d/Recon-OSScan/Recon-OSScan_0000.png,results/viz/3d/Recon-OSScan/Recon-OSScan_0000.png
Recon-OSScan_0001,Recon-OSScan,../networksecurity/data/CSV/Recon-OSScan/Recon-OSScan.pcap.csv,20953,20983,results/viz/2d/Recon-OSScan/Recon-OSScan_0001.png,results/viz/3d/Recon-OSScan/Recon-OSScan_0001.png
Recon-OSScan_0002,Recon-OSScan,../networksecurity/data/CSV/Recon-OSScan/Recon-OSScan.pcap.csv,36961,36991,results/viz/2d/Recon-OSScan/Recon-OSScan_0002.png,results/viz/3d/Recon-OSScan/Recon-OSScan_0002.png
Recon-OSScan_0003,Recon-OSScan,../networksecurity/data/CSV/Recon-OSScan/Recon-OSScan.pcap.csv,40367,40397,results/viz/2d/Recon-OSScan/Recon-OSScan_0003.png,results/viz/3d/Recon-OSScan/Recon-OSScan_0003.png
Recon-OSScan_0004,Recon-OSScan,../networksecurity/data/CSV/Recon-OSScan/Recon-OSScan.pcap.csv,96589,96619,results/viz/2d/Recon-OSScan/Recon-OSScan_0004.png,results/viz/3d/Recon-OSScan/Recon-OSScan_0004.png
Recon-PingSweep_0000,Recon-PingSweep,../networksecurity/data/CSV/Recon-PingSweep/Recon-PingSweep.pcap.csv,1043,1073,results/viz/2d/Recon-PingSweep/Recon-PingSweep_0000.png,results/viz/3d/Recon-PingSweep/Recon-PingSweep_0000.png
Recon-PingSweep_0001,Recon-PingSweep,../networksecurity/data/CSV/Recon-PingSweep/Recon-PingSweep.pcap.csv,1222,1252,results/viz/2d/Recon-PingSweep/Recon-PingSweep_0001.png,results/viz/3d/Recon-PingSweep/Recon-PingSweep_0001.png
Recon-PingSweep_0002,Recon-PingSweep,../networksecurity/data/CSV/Recon-PingSweep/Recon-PingSweep.pcap.csv,1265,1295,results/viz/2d/Recon-PingSweep/Recon-PingSweep_0002.png,results/viz/3d/Recon-PingSweep/Recon-PingSweep_0002.png
Recon-PingSweep_0003,Recon-PingSweep,../networksecurity/data/CSV/Recon-PingSweep/Recon-PingSweep.pcap.csv,1698,1728,results/viz/2d/Recon-PingSweep/Recon-PingSweep_0003.png,results/viz/3d/Recon-PingSweep/Recon-PingSweep_0003.png
Recon-PingSweep_0004,Recon-PingSweep,../networksecurity/data/CSV/Recon-PingSweep/Recon-PingSweep.pcap.csv,1952,1982,results/viz/2d/Recon-PingSweep/Recon-PingSweep_0004.png,results/viz/3d/Recon-PingSweep/Recon-PingSweep_0004.png
Recon-PortScan_0000,Recon-PortScan,../networksecurity/data/CSV/Recon-PortScan/Recon-PortScan.pcap.csv,2072,2102,results/viz/2d/Recon-PortScan/Recon-PortScan_0000.png,results/viz/3d/Recon-PortScan/Recon-PortScan_0000.png
Recon-PortScan_0001,Recon-PortScan,../networksecurity/data/CSV/Recon-PortScan/Recon-PortScan.pcap.csv,4531,4561,results/viz/2d/Recon-PortScan/Recon-PortScan_0001.png,results/viz/3d/Recon-PortScan/Recon-PortScan_0001.png
Recon-PortScan_0002,Recon-PortScan,../networksecurity/data/CSV/Recon-PortScan/Recon-PortScan.pcap.csv,30613,30643,results/viz/2d/Recon-PortScan/Recon-PortScan_0002.png,results/viz/3d/Recon-PortScan/Recon-PortScan_0002.png
Recon-PortScan_0003,Recon-PortScan,../networksecurity/data/CSV/Recon-PortScan/Recon-PortScan.pcap.csv,59254,59284,results/viz/2d/Recon-PortScan/Recon-PortScan_0003.png,results/viz/3d/Recon-PortScan/Recon-PortScan_0003.png
Recon-PortScan_0004,Recon-PortScan,../networksecurity/data/CSV/Recon-PortScan/Recon-PortScan.pcap.csv,66110,66140,results/viz/2d/Recon-PortScan/Recon-PortScan_0004.png,results/viz/3d/Recon-PortScan/Recon-PortScan_0004.png
SqlInjection_0000,SqlInjection,../networksecurity/data/CSV/SqlInjection/SqlInjection.pcap.csv,565,595,results/viz/2d/SqlInjection/SqlInjection_0000.png,results/viz/3d/SqlInjection/SqlInjection_0000.png
SqlInjection_0001,SqlInjection,../networksecurity/data/CSV/SqlInjection/SqlInjection.pcap.csv,2233,2263,results/viz/2d/SqlInjection/SqlInjection_0001.png,results/viz/3d/SqlInjection/SqlInjection_0001.png
SqlInjection_0002,SqlInjection,../networksecurity/data/CSV/SqlInjection/SqlInjection.pcap.csv,3428,3458,results/viz/2d/SqlInjection/SqlInjection_0002.png,results/viz/3d/SqlInjection/SqlInjection_0002.png
SqlInjection_0003,SqlInjection,../networksecurity/data/CSV/SqlInjection/SqlInjection.pcap.csv,3795,3825,results/viz/2d/SqlInjection/SqlInjection_0003.png,results/viz/3d/SqlInjection/SqlInjection_0003.png
SqlInjection_0004,SqlInjection,../networksecurity/data/CSV/SqlInjection/SqlInjection.pcap.csv,5039,5069,results/viz/2d/SqlInjection/SqlInjection_0004.png,results/viz/3d/SqlInjection/SqlInjection_0004.png
Uploading_Attack_0000,Uploading_Attack,../networksecurity/data/CSV/Uploading_Attack/Uploading_Attack.pcap.csv,70,100,results/viz/2d/Uploading_Attack/Uploading_Attack_0000.png,results/viz/3d/Uploading_Attack/Uploading_Attack_0000.png
Uploading_Attack_0001,Uploading_Attack,../networksecurity/data/CSV/Uploading_Attack/Uploading_Attack.pcap.csv,341,371,results/viz/2d/Uploading_Attack/Uploading_Attack_0001.png,results/viz/3d/Uploading_Attack/Uploading_Attack_0001.png
Uploading_Attack_0002,Uploading_Attack,../networksecurity/data/CSV/Uploading_Attack/Uploading_Attack.pcap.csv,419,449,results/viz/2d/Uploading_Attack/Uploading_Attack_0002.png,results/viz/3d/Uploading_Attack/Uploading_Attack_0002.png
Uploading_Attack_0003,Uploading_Attack,../networksecurity/data/CSV/Uploading_Attack/Uploading_Attack.pcap.csv,720,750,results/viz/2d/Uploading_Attack/Uploading_Attack_0003.png,results/viz/3d/Uploading_Attack/Uploading_Attack_0003.png
Uploading_Attack_0004,Uploading_Attack,../networksecurity/data/CSV/Uploading_Attack/Uploading_Attack.pcap.csv,831,861,results/viz/2d/Uploading_Attack/Uploading_Attack_0004.png,results/viz/3d/Uploading_Attack/Uploading_Attack_0004.png
VulnerabilityScan_0000,VulnerabilityScan,../networksecurity/data/CSV/VulnerabilityScan/VulnerabilityScan.pcap.csv,193788,193818,results/viz/2d/VulnerabilityScan/VulnerabilityScan_0000.png,results/viz/3d/VulnerabilityScan/VulnerabilityScan_0000.png
VulnerabilityScan_0001,VulnerabilityScan,../networksecurity/data/CSV/VulnerabilityScan/VulnerabilityScan.pcap.csv,198169,198199,results/viz/2d/VulnerabilityScan/VulnerabilityScan_0001.png,results/viz/3d/VulnerabilityScan/VulnerabilityScan_0001.png
VulnerabilityScan_0002,VulnerabilityScan,../networksecurity/data/CSV/VulnerabilityScan/VulnerabilityScan.pcap.csv,285681,285711,results/viz/2d/VulnerabilityScan/VulnerabilityScan_0002.png,results/viz/3d/VulnerabilityScan/VulnerabilityScan_0002.png
VulnerabilityScan_0003,VulnerabilityScan,../networksecurity/data/CSV/VulnerabilityScan/VulnerabilityScan.pcap.csv,294597,294627,results/viz/2d/VulnerabilityScan/VulnerabilityScan_0003.png,results/viz/3d/VulnerabilityScan/VulnerabilityScan_0003.png
VulnerabilityScan_0004,VulnerabilityScan,../networksecurity/data/CSV/VulnerabilityScan/VulnerabilityScan.pcap.csv,339415,339445,results/viz/2d/VulnerabilityScan/VulnerabilityScan_0004.png,results/viz/3d/VulnerabilityScan/VulnerabilityScan_0004.png
XSS_0000,XSS,../networksecurity/data/CSV/XSS/XSS.pcap.csv,19,49,results/viz/2d/XSS/XSS_0000.png,results/viz/3d/XSS/XSS_0000.png
XSS_0001,XSS,../networksecurity/data/CSV/XSS/XSS.pcap.csv,1172,1202,results/viz/2d/XSS/XSS_0001.png,results/viz/3d/XSS/XSS_0001.png
XSS_0002,XSS,../networksecurity/data/CSV/XSS/XSS.pcap.csv,2197,2227,results/viz/2d/XSS/XSS_0002.png,results/viz/3d/XSS/XSS_0002.png
XSS_0003,XSS,../networksecurity/data/CSV/XSS/XSS.pcap.csv,2835,2865,results/viz/2d/XSS/XSS_0003.png,results/viz/3d/XSS/XSS_0003.png
XSS_0004,XSS,../networksecurity/data/CSV/XSS/XSS.pcap.csv,2872,2902,results/viz/2d/XSS/XSS_0004.png,results/viz/3d/XSS/XSS_0004.png
